description,id_iaps,valence_mean,valence_standard_deviation,arousal_mean,arousal_standard_deviation,dominance_1_mean,dominance_1_standard_deviation,dominance_2_mean,dominance_2_standard_deviation,set_id
Parachute,8163,7.1399999999999997,1.6100000000000001,6.5300000000000002,2.21,5.6900000000000004,2.2799999999999998,,,20
HotAirBalloon,8162,6.9699999999999998,1.55,4.9800000000000004,2.25,6.3700000000000001,1.8899999999999999,5.6900000000000004,1.8600000000000001,7
HangGlider,8161,6.71,1.6399999999999999,6.0899999999999999,2.2400000000000002,5.8899999999999997,2.1499999999999999,5.6799999999999997,2.1800000000000002,7
RockClimber,8160,5.0700000000000003,1.97,6.9699999999999998,1.6200000000000001,4.0499999999999998,2.2400000000000002,,,3
Hiker,8158,6.5300000000000002,1.6599999999999999,6.4900000000000002,2.0499999999999998,5.4100000000000001,2.3199999999999998,,,20
PoleVaulter,8130,6.5800000000000001,1.3400000000000001,5.4900000000000002,2.0699999999999998,5.4299999999999997,1.8,,,2
Athlete,8121,4.6299999999999999,1.54,4.1399999999999997,2.1000000000000001,5.2999999999999998,2,,,19
Athlete,8120,7.0899999999999999,1.3600000000000001,4.8499999999999996,2.1299999999999999,6.2300000000000004,1.6100000000000001,,,2
Rugby,8118,6.1399999999999997,1.51,4.9000000000000004,1.98,5.7699999999999996,1.76,,,18
Hockey,8117,6.0199999999999996,1.6799999999999999,5.2999999999999998,2.4399999999999999,6.0700000000000003,2.21,,,9
Football,8116,6.8200000000000003,1.77,5.9699999999999998,2.29,6.0599999999999996,1.7,,,11
Gymnast,8090,7.0199999999999996,1.3300000000000001,5.71,2.1000000000000001,5.25,2.0099999999999998,,,2
Sailing,8080,7.7300000000000004,1.3400000000000001,6.6500000000000004,2.2000000000000002,5.9100000000000001,2.1000000000000001,,,2
Kickboxing,8065,5.25,1.78,5.71,2.0899999999999999,5.5199999999999996,2.0499999999999998,,,20
Boxer,8060,5.3600000000000003,2.23,5.3099999999999996,1.99,5.9199999999999999,2.4300000000000002,,,4
Rower,8050,6.2400000000000002,1.49,4.3099999999999996,2.1200000000000001,6.6699999999999999,1.9199999999999999,,,4
Diver,8041,6.6500000000000004,1.6699999999999999,5.4900000000000002,2.29,6.0499999999999998,1.99,5.54,2.1299999999999999,7
Diver,8040,6.6399999999999997,1.5600000000000001,5.6100000000000003,2.0099999999999998,5.3099999999999996,2.3199999999999998,,,4
Skier,8034,7.0599999999999996,1.53,6.2999999999999998,2.1600000000000001,6.2599999999999998,2.02,5.8099999999999996,2.1200000000000001,7
IceSkater,8033,6.6600000000000001,1.52,5.0099999999999998,2.1499999999999999,6.1200000000000001,1.9099999999999999,5.7400000000000002,1.77,7
IceSkater,8032,6.3799999999999999,1.5700000000000001,4.1900000000000004,2.0800000000000001,6.0999999999999996,1.6399999999999999,,,8
Skier,8031,6.7599999999999998,1.3899999999999999,5.5800000000000001,2.2400000000000002,6.3600000000000003,1.6599999999999999,,,8
Skier,8030,7.3300000000000001,1.76,7.3499999999999996,2.02,4.7000000000000002,2.6600000000000001,,,2
Skier,8021,6.79,1.4399999999999999,5.6699999999999999,2.3700000000000001,5.8499999999999996,2.0600000000000001,,,10
Runner,8010,4.3799999999999999,1.8600000000000001,4.1200000000000001,2.0800000000000001,5.1699999999999999,2.0800000000000001,,,4
Basketball,8001,6.5,1.8400000000000001,5.5999999999999996,2.3100000000000001,5.5700000000000003,1.8100000000000001,,,17
Tissue,7950,4.9400000000000004,1.21,2.2799999999999998,1.8100000000000001,6.2999999999999998,2.1099999999999999,,,9
CarCrash,7920,4.5099999999999998,1.3999999999999999,3.8700000000000001,2.1499999999999999,5.2000000000000002,1.78,,,8
Violin,7900,6.5,1.72,2.6000000000000001,2.0800000000000001,6.4800000000000004,2.2200000000000002,,,4
Agate,7830,5.2599999999999998,1.3799999999999999,4.0800000000000001,2.1099999999999999,5.3600000000000003,1.8100000000000001,,,3
Agate,7820,5.3899999999999997,1.4099999999999999,4.21,2.0499999999999998,5.2999999999999998,1.96,,,3
Bed,7710,5.4199999999999999,1.5800000000000001,3.4399999999999999,2.21,5.96,2.0899999999999999,,,4
Cabinet,7705,4.7699999999999996,1.02,2.6499999999999999,1.8799999999999999,6.3899999999999997,2.0899999999999999,,,11
Office,7700,4.25,1.45,2.9500000000000002,2.1699999999999999,5.1299999999999999,2.4500000000000002,,,4
Crowd,7660,6.6100000000000003,1.7,5.5899999999999999,2.23,5.4199999999999999,2.02,,,19
City,7650,6.6200000000000001,1.9099999999999999,6.1500000000000004,2.2400000000000002,5.79,1.98,,,20
Skyscraper,7640,5,1.3100000000000001,6.0300000000000002,2.46,3.8199999999999998,2.27,,,6
Airplane,7632,5.2199999999999998,1.6899999999999999,4.7800000000000002,2.3599999999999999,4.4000000000000004,2.0899999999999999,,,18
Jet,7620,5.7800000000000002,1.72,4.9199999999999999,2.1099999999999999,5.0700000000000003,1.99,,,3
Dragon,7600,5.9000000000000004,1.76,5.5,1.9199999999999999,5.2199999999999998,2.0099999999999998,,,12
Traffic,7595,4.5499999999999998,1.46,3.77,2.2200000000000002,5.2800000000000002,2.2799999999999998,,,11
Traffic,7590,4.75,1.55,3.7999999999999998,2.1299999999999999,5.0499999999999998,2.3500000000000001,,,9
Desert,7580,7.5099999999999998,1.6000000000000001,4.5899999999999999,2.7200000000000002,5.1200000000000001,2.5600000000000001,,,3
Skyline,7570,6.9699999999999998,1.6899999999999999,5.54,2.3399999999999999,5.3300000000000001,2.25,,,3
Freeway,7560,4.4699999999999998,1.6499999999999999,5.2400000000000002,2.0299999999999998,4.6299999999999999,2.0899999999999999,,,3
Office,7550,5.2699999999999996,1.3999999999999999,3.9500000000000002,1.9099999999999999,5.2199999999999998,2.2599999999999998,,,3
Bridge,7547,5.21,0.95999999999999996,3.1800000000000002,2.0099999999999998,,,5.7599999999999998,2,16
Bridge,7546,5.4000000000000004,1.1299999999999999,3.7200000000000002,2.1600000000000001,,,5.4800000000000004,2,15
Ocean,7545,6.8399999999999999,1.72,3.2799999999999998,2.3399999999999999,6.75,1.9299999999999999,,,11
House,7530,6.71,1.3600000000000001,4,2.1400000000000001,6.0899999999999999,1.6899999999999999,,,19
Hospital,7521,3.9199999999999999,1.6100000000000001,4.3799999999999999,2.1000000000000001,4.8499999999999996,2.1400000000000001,,,18
Hospital,7520,3.8300000000000001,1.5600000000000001,4.5700000000000003,1.8500000000000001,4.4199999999999999,1.8200000000000001,,,17
Crowd,7515,6.1900000000000004,1.3300000000000001,5.4800000000000004,1.98,5.2999999999999998,1.75,,,20
Crochet,7513,5.4500000000000002,1.3999999999999999,3.4700000000000002,2.02,5.8200000000000003,1.77,,,20
Chess,7512,5.3799999999999999,1.22,3.7200000000000002,2.0699999999999998,5.8399999999999999,1.96,,,20
Skyscraper,7510,6.0499999999999998,1.6000000000000001,4.5199999999999996,2.3500000000000001,4.96,2.1800000000000002,,,2
Paintbrush,7509,6.0300000000000002,1.3500000000000001,3.4300000000000002,2.02,6.3099999999999996,1.6899999999999999,,,19
FerrisWheel,7508,7.0199999999999996,1.46,5.0899999999999999,2.1099999999999999,,,5.2199999999999998,1.96,16
Painting,7507,6.25,1.3700000000000001,3.54,1.95,5.9800000000000004,1.6899999999999999,,,18
Casino,7506,5.3399999999999999,1.46,4.25,1.95,,,5.3700000000000001,1.97,15
Cards,7505,6.0999999999999996,1.53,4.7199999999999998,2.0600000000000001,5.9500000000000002,1.6799999999999999,,,17
Stairs,7504,5.6699999999999999,1.46,4.25,2.27,,,5.7999999999999998,2.0899999999999999,14
CardDealer,7503,5.7699999999999996,1.3899999999999999,4.21,2.3900000000000001,5.5899999999999999,1.9199999999999999,,,10
Castle,7502,7.75,1.3999999999999999,5.9100000000000001,2.3100000000000001,6.6399999999999997,2.1899999999999999,6.5800000000000001,2.0800000000000001,7
City,7501,6.8499999999999996,1.7,5.6299999999999999,2.27,5.8200000000000003,2.0699999999999998,,,6
Building,7500,5.3300000000000001,1.4399999999999999,3.2599999999999998,2.1800000000000002,5.1699999999999999,2.0499999999999998,,,2
Concert,7499,6.4699999999999998,1.5700000000000001,5.5800000000000001,2.1600000000000001,5.3700000000000001,2.0299999999999998,,,18
Crowd,7497,5.1900000000000004,1.55,4.9699999999999998,2.1600000000000001,4.2599999999999998,2.1000000000000001,,,18
Street,7496,5.9199999999999999,1.6599999999999999,4.8399999999999999,1.99,5.5499999999999998,1.72,,,12
Store,7495,5.9000000000000004,1.6000000000000001,3.8199999999999998,2.3300000000000001,6.04,2.1099999999999999,,,12
Man,7493,5.3499999999999996,1.3400000000000001,3.3900000000000001,2.0800000000000001,,,5.75,1.9199999999999999,13
Ferry,7492,7.4100000000000001,1.6799999999999999,4.9100000000000001,2.46,5.5499999999999998,2.1299999999999999,,,19
Building,7491,4.8200000000000003,1.03,2.3900000000000001,1.8999999999999999,5.9299999999999997,1.96,,,9
Window,7490,5.5199999999999996,1.4099999999999999,2.4199999999999999,2.23,5.8099999999999996,2.1000000000000001,,,4
Ferrry,7489,6.54,1.6100000000000001,4.4900000000000002,2.2200000000000002,5.8499999999999996,1.78,,,17
Chicken,7488,6.1900000000000004,1.98,4.96,2.3599999999999999,,,6.2199999999999998,1.95,16
Pastry,7487,4.9199999999999999,1.5700000000000001,4.0800000000000001,2,,,5.2999999999999998,1.8899999999999999,15
Fish,7484,4.9900000000000002,1.97,4.2400000000000002,2.23,,,6.0599999999999996,1.79,16
Lamb,7482,6.3600000000000003,1.77,4.8099999999999996,2.2400000000000002,,,6.29,2.1299999999999999,15
Food,7481,6.5300000000000002,1.78,4.9199999999999999,2.1299999999999999,5.9699999999999998,2.21,,,12
Pasta,7480,7.0800000000000001,1.6200000000000001,4.5499999999999998,2.4199999999999999,5.8799999999999999,1.8700000000000001,,,6
Sushi,7477,6.1200000000000001,2.0299999999999998,4.8200000000000003,2.3199999999999998,6.25,1.8400000000000001,,,18
Ramen,7476,4.9900000000000002,2.2400000000000002,4.6299999999999999,2.02,5.4500000000000002,1.99,,,17
Shrimp,7475,6.3300000000000001,1.6599999999999999,4.1699999999999999,2.4900000000000002,6.3399999999999999,1.98,,,10
Grapes,7472,6.25,1.8400000000000001,4,2.3700000000000001,,,6.3099999999999996,2.1200000000000001,14
Pancakes,7470,7.0800000000000001,1.6000000000000001,4.6399999999999997,2.2599999999999998,5.96,1.95,,,5
FrenchFries,7461,5.7999999999999998,2.2799999999999998,5.2000000000000002,2.27,5.8799999999999999,2.3500000000000001,,,20
FrenchFries,7460,6.8099999999999996,2.0800000000000001,5.1200000000000001,2.4900000000000002,5.7800000000000002,2.2599999999999998,,,6
Hamburger,7451,6.6799999999999997,2.1099999999999999,5.8399999999999999,2.0299999999999998,5.8499999999999996,2.2400000000000002,,,17
Cheeseburger,7450,6.4000000000000004,2.0099999999999998,5.0499999999999998,2.2200000000000002,5.8099999999999996,2.2000000000000002,,,5
Cookout,7440,6.3200000000000003,1.6100000000000001,4.7000000000000002,1.96,5.9800000000000004,1.72,,,19
Candy,7430,7.1100000000000003,1.78,4.7199999999999998,2.29,5.8600000000000003,2.02,,,6
Candy,7410,6.9100000000000001,1.5600000000000001,4.5499999999999998,2.2400000000000002,5.9199999999999999,2.1000000000000001,,,5
Cupcakes,7405,7.3799999999999999,1.73,6.2800000000000002,2.1600000000000001,5.6699999999999999,2.3999999999999999,,,20
Pastry,7402,5.9800000000000004,2.04,5.0499999999999998,2.1200000000000001,5.75,2.3700000000000001,,,12
Candy,7400,7,1.6399999999999999,5.0599999999999996,2.23,6.0700000000000003,2.0099999999999998,,,5
IceCream,7390,6.8399999999999999,1.73,4.5599999999999996,2.2799999999999998,6.0199999999999996,2.0299999999999998,,,6
RoachOnPizza,7380,2.46,1.4199999999999999,5.8799999999999999,2.4399999999999999,4.4900000000000002,2.1800000000000002,,,6
Meat,7365,5.2000000000000002,1.5700000000000001,4.1299999999999999,1.9299999999999999,5.8300000000000001,1.6599999999999999,,,18
MeatSlicer,7361,3.1000000000000001,1.73,5.0899999999999999,2.48,4.3799999999999999,2.0899999999999999,,,8
FliesOnPie,7360,3.5899999999999999,1.95,5.1100000000000003,2.25,5.21,2.2599999999999998,,,4
PieW/bug,7359,2.9199999999999999,1.7,5.3600000000000003,2.1899999999999999,,,4.7300000000000004,2.3799999999999999,14
Garlic,7354,5.5099999999999998,1.6699999999999999,3.73,2.1899999999999999,6.2699999999999996,1.9299999999999999,,,19
Pizza,7352,6.2000000000000002,2.2000000000000002,4.5800000000000001,2.4500000000000002,5.5800000000000001,2.0699999999999998,,,6
Pizza,7351,5.8200000000000003,1.6699999999999999,4.25,2.2799999999999998,6,1.6699999999999999,,,5
Pizza,7350,7.0999999999999996,1.98,4.9699999999999998,2.4399999999999999,6.7199999999999998,2.1200000000000001,,,4
IceCream,7340,6.6799999999999997,1.6299999999999999,3.6899999999999999,2.5800000000000001,6.3200000000000003,2.3300000000000001,,,4
IceCream,7330,7.6900000000000004,1.8400000000000001,5.1399999999999997,2.5800000000000001,6.5800000000000001,2.5099999999999998,,,4
Watermelon,7325,7.0599999999999996,1.6499999999999999,3.5499999999999998,2.0699999999999998,6.5599999999999996,1.9299999999999999,,,9
Desserts,7320,6.54,1.6299999999999999,4.4400000000000004,2.1200000000000001,6.2199999999999998,1.95,,,3
Peanuts,7300,5.6399999999999997,1.22,3.25,1.97,6.2000000000000002,1.8400000000000001,,,18
Chicken,7291,6.3499999999999996,1.9099999999999999,4.8099999999999996,2.3799999999999999,,,6.0999999999999996,2.1800000000000002,13
Fish,7290,4.3700000000000001,1.54,3.8700000000000001,2.0699999999999998,5.8499999999999996,1.6499999999999999,,,18
Food,7289,6.3200000000000003,2,5.1399999999999997,2.5099999999999998,6.0199999999999996,2.2000000000000002,,,11
Tomato,7287,4.7699999999999996,1.48,3.5699999999999998,1.98,5.6799999999999997,1.8300000000000001,,,19
Pancakes,7286,6.3600000000000003,1.72,4.4400000000000004,2.4399999999999999,5.9699999999999998,2.52,6.2699999999999996,2.1800000000000002,7
Tomatoes,7285,5.6699999999999999,1.6000000000000001,3.8300000000000001,2.1099999999999999,6.29,2.27,6.4400000000000004,1.97,7
Fruit,7284,6.21,1.6599999999999999,4.0599999999999996,2.2000000000000002,6.4500000000000002,2.23,6.4400000000000004,1.9199999999999999,7
Fruit,7283,5.5,1.8400000000000001,3.8100000000000001,2.0099999999999998,6.0499999999999998,1.99,,,8
Cake,7282,6.7199999999999998,1.48,4.7699999999999996,2.0800000000000001,6.1600000000000001,1.79,,,8
Food,7281,6.4000000000000004,1.52,4.4100000000000001,2.2599999999999998,6.46,1.71,,,8
Wines,7280,7.2000000000000002,1.8,4.46,2.3799999999999999,6.0999999999999996,2.0800000000000001,,,2
Alcohol,7279,6.2199999999999998,1.9199999999999999,5.1900000000000004,2.0899999999999999,5.9699999999999998,1.96,,,17
IceCream,7270,7.5300000000000002,1.73,5.7599999999999998,2.21,5.8799999999999999,2.3999999999999999,,,2
Torte,7260,7.21,1.6599999999999999,5.1100000000000003,2.1899999999999999,6.0300000000000002,2.2999999999999998,,,2
Cracker,7255,5.0700000000000003,1.1799999999999999,3.3599999999999999,1.99,5.9199999999999999,1.8300000000000001,,,19
Cake,7250,6.6200000000000001,1.5600000000000001,4.6699999999999999,2.1499999999999999,,,6.2400000000000002,1.8899999999999999,14
AbstractArt,7249,5.2400000000000002,1.04,3.9700000000000002,2.0800000000000001,,,5.5,1.8,15
AbstractArt,7248,5.2199999999999998,1.0700000000000001,4.2199999999999998,2.1099999999999999,,,5.0700000000000003,1.8700000000000001,16
AbstractArt,7247,5.0499999999999998,1,4.1399999999999997,2.23,,,5.0499999999999998,1.99,15
Building,7242,5.2800000000000002,1.45,3.8300000000000001,2.0600000000000001,,,5.7199999999999998,1.8500000000000001,16
Gym,7240,6.0199999999999996,1.9299999999999999,5.5099999999999998,2.1200000000000001,6.3700000000000001,2.4199999999999999,,,20
AbstractArt,7238,6.4299999999999997,1.4199999999999999,4.1699999999999999,2.3799999999999999,6.0599999999999996,1.99,,,9
AbstractArt,7237,5.4299999999999997,1.3600000000000001,3.8799999999999999,2.1800000000000002,5.8399999999999999,1.79,,,9
Lightbulb,7236,5.6399999999999997,1.3100000000000001,3.79,2.2400000000000002,,,6.3399999999999999,1.96,14
Chair,7235,4.96,1.1799999999999999,2.8300000000000001,2,6.5300000000000002,2.0899999999999999,6.25,2.04,7
IroningBoard,7234,4.2300000000000004,1.5800000000000001,2.96,1.8999999999999999,5.7300000000000004,2.1800000000000002,5.2599999999999998,2.1600000000000001,7
Plate,7233,5.0899999999999999,1.46,2.77,1.9199999999999999,6.2300000000000004,2.0600000000000001,6.4199999999999999,2.0099999999999998,7
Turkey,7230,7.3799999999999999,1.6499999999999999,5.5199999999999996,2.3199999999999998,6.21,1.97,,,2
FileCabinets,7224,4.4500000000000002,1.3600000000000001,2.8100000000000001,1.9399999999999999,6.2599999999999998,2.23,6.0800000000000001,2.1699999999999999,7
Pastry,7220,6.9100000000000001,1.74,5.2999999999999998,2.3500000000000001,5.7999999999999998,2.2400000000000002,,,11
ClothesRack,7217,4.8200000000000003,0.98999999999999999,2.4300000000000002,1.6399999999999999,6.25,1.8600000000000001,,,8
Clock,7211,4.8099999999999996,1.78,4.2000000000000002,2.3999999999999999,4.9900000000000002,2.3199999999999998,,,12
Beads,7207,5.1500000000000004,1.46,3.5699999999999998,2.25,6,2,,,8
Scarves,7205,5.5599999999999996,1.3899999999999999,2.9300000000000002,2.1600000000000001,6.3899999999999997,1.95,,,10
Brownie,7200,7.6299999999999999,1.74,4.8700000000000001,2.5899999999999999,6.9000000000000004,2.5899999999999999,,,1
Teeth,7195,6.0199999999999996,1.6499999999999999,4.54,2.0299999999999998,5.7800000000000002,2,,,12
Vase,7192,5.7699999999999996,1.3300000000000001,3.5800000000000001,2.0099999999999998,,,5.7599999999999998,1.8300000000000001,15
Clock,7190,5.5499999999999998,1.3400000000000001,3.8399999999999999,2.0600000000000001,5.2999999999999998,2.04,,,3
AbstractArt,7188,5.5,1.1200000000000001,4.2800000000000002,2.1600000000000001,,,5.6100000000000003,1.9399999999999999,16
AbstractArt,7187,5.0700000000000003,1.02,2.2999999999999998,1.75,6.0999999999999996,2.04,,,10
AbstractArt,7186,4.6299999999999999,1.6000000000000001,3.6000000000000001,2.3599999999999999,5.8799999999999999,2.5,,,12
AbstractArt,7185,4.9699999999999998,0.87,2.6400000000000001,2.04,6.1299999999999999,2.02,,,10
AbstractArt,7184,4.8399999999999999,1.02,3.6600000000000001,1.8899999999999999,5.46,1.8,,,11
Checkerboard,7183,5.5800000000000001,1.3899999999999999,3.7799999999999998,2.1899999999999999,5.71,2.1600000000000001,,,10
Checkerboard,7182,5.1600000000000001,1.3100000000000001,4.0199999999999996,2.1200000000000001,5.5099999999999998,2.1000000000000001,,,9
NeonBuilding,7180,4.7300000000000004,1.3100000000000001,3.4300000000000002,1.95,5.6100000000000003,1.98,,,10
Rug,7179,5.0599999999999996,1.05,2.8799999999999999,1.97,,,6.0999999999999996,2.0699999999999998,14
Lamp,7175,4.8700000000000001,1,1.72,1.26,6.4699999999999998,2.04,,,10
LightBulb,7170,5.1399999999999997,1.28,3.21,2.0499999999999998,5.8899999999999997,1.98,,,2
BathRoom,7165,6.0899999999999999,1.54,3.5,2.2200000000000002,6.2999999999999998,1.75,,,19
Pole,7161,4.9800000000000004,1.02,2.98,1.99,,,5.6799999999999997,2.1299999999999999,13
Fabric,7160,5.0199999999999996,1.1000000000000001,3.0699999999999998,2.0699999999999998,5.7999999999999998,1.97,,,9
Umbrella,7150,4.7199999999999998,1,2.6099999999999999,1.76,5.5499999999999998,2.0099999999999998,,,2
Bus,7140,5.5,1.4199999999999999,2.9199999999999999,2.3799999999999999,5.4500000000000002,1.78,,,6
CarDamage,7137,4.2999999999999998,1.4399999999999999,4.8099999999999996,1.95,4.5,1.9199999999999999,,,20
CarBoot,7136,3.4700000000000002,1.7,5.0099999999999998,2.1699999999999999,3.98,2.23,,,20
CarDamage,7135,3.1699999999999999,1.5700000000000001,5.3600000000000003,2.1400000000000001,3.7599999999999998,2.1899999999999999,,,19
Truck,7130,4.7699999999999996,1.03,3.3500000000000001,1.8999999999999999,5.0800000000000001,1.8200000000000001,,,3
Hammer,7110,4.5499999999999998,0.93000000000000005,2.27,1.7,6.0700000000000003,1.8600000000000001,,,10
FireHydrant,7100,5.2400000000000002,1.2,2.8900000000000001,1.7,5.9199999999999999,1.73,,,3
Car,7096,5.54,1.26,3.98,1.8700000000000001,5.8099999999999996,1.78,,,11
Headlight,7095,5.9900000000000002,1.3999999999999999,4.21,2.2000000000000002,6.1699999999999999,1.95,,,12
Scale,7092,4.0499999999999998,1.46,4.3799999999999999,2.0499999999999998,4.9900000000000002,2.48,,,20
Book,7090,5.1900000000000004,1.46,2.6099999999999999,2.0299999999999998,6.6500000000000004,2.0299999999999998,,,1
Luggage,7081,5.3600000000000003,1.3,3.96,2.2400000000000002,5.7599999999999998,1.8799999999999999,,,17
Fork,7080,5.2699999999999996,1.0900000000000001,2.3199999999999998,1.8400000000000001,7.04,1.8400000000000001,,,1
Waste,7079,3.8100000000000001,1.4299999999999999,4.4699999999999998,1.8899999999999999,4.1900000000000004,1.8400000000000001,,,17
Bucket,7078,3.79,1.45,3.6899999999999999,1.8600000000000001,5.4100000000000001,1.73,,,20
Stove,7077,5.1200000000000001,1.46,4.6100000000000003,2.0600000000000001,5.5999999999999996,1.8500000000000001,,,19
Sewing,7062,5.2699999999999996,1.0600000000000001,3.3999999999999999,1.9399999999999999,5.9100000000000001,1.71,,,18
Puzzle,7061,5.4000000000000004,1.3999999999999999,3.6600000000000001,1.9199999999999999,5.9199999999999999,1.8500000000000001,,,17
TrashCan,7060,4.4299999999999997,1.1599999999999999,2.5499999999999998,1.77,5.8499999999999996,2.1000000000000001,,,2
Keyring,7059,4.9299999999999997,0.81000000000000005,2.73,1.8799999999999999,,,6.2199999999999998,1.98,16
Dice,7058,5.29,1.3799999999999999,3.98,2.1699999999999999,,,5.6600000000000001,2.3100000000000001,15
Coffeecup,7057,5.3499999999999996,1.3700000000000001,3.3900000000000001,2.0099999999999998,,,6.04,2.0600000000000001,16
Tool,7056,5.0700000000000003,1.02,3.0699999999999998,1.9199999999999999,,,6.3799999999999999,2.1000000000000001,15
Lightbulb,7055,4.9000000000000004,0.64000000000000001,3.02,1.8300000000000001,,,5.7300000000000004,1.8600000000000001,15
Glass,7054,4.1399999999999997,1.0900000000000001,4.0800000000000001,2.1299999999999999,,,4.7800000000000002,1.9099999999999999,16
Candlestick,7053,5.2199999999999998,0.75,2.9500000000000002,1.9099999999999999,,,5.8700000000000001,1.99,15
Clothespins,7052,5.3300000000000001,1.3200000000000001,3.0099999999999998,2.02,,,6.1900000000000004,1.8600000000000001,16
HairDryer,7050,4.9299999999999997,0.81000000000000005,2.75,1.8,5.8200000000000003,1.9299999999999999,,,2
Pill,7046,4.1799999999999997,1.3799999999999999,4.1399999999999997,2.04,,,5.2199999999999998,2.1099999999999999,16
Zipper,7045,4.9699999999999998,0.76000000000000001,3.3199999999999998,1.96,6.2800000000000002,1.72,,,20
Scale,7044,4.6900000000000004,1.3999999999999999,3.9399999999999999,2.1699999999999999,,,5.1600000000000001,2.2799999999999998,15
Drill,7043,5.1699999999999999,1.26,3.6800000000000002,2.0899999999999999,,,6.3799999999999999,1.9299999999999999,16
Barbells,7042,5.5499999999999998,1.23,4.0199999999999996,2.2599999999999998,,,6.4000000000000004,2.0600000000000001,15
Baskets,7041,4.9900000000000002,1.1200000000000001,2.6000000000000001,1.78,,,6.3499999999999996,2.1400000000000001,14
DustPan,7040,4.6900000000000004,1.0900000000000001,2.6899999999999999,1.9299999999999999,5.46,1.6399999999999999,,,5
Train,7039,5.9299999999999997,1.5800000000000001,3.29,2.1499999999999999,,,5.9400000000000004,1.9299999999999999,13
Shoes,7038,4.8200000000000003,1.2,3.0099999999999998,1.96,,,5.6699999999999999,2,13
Trains,7037,4.8099999999999996,1.1200000000000001,3.71,2.0800000000000001,,,5.2400000000000002,2.1000000000000001,14
Shipyard,7036,4.8799999999999999,1.0800000000000001,3.3199999999999998,2.04,,,5.4100000000000001,2.1099999999999999,14
Mug,7035,4.9800000000000004,0.95999999999999996,2.6600000000000001,1.8200000000000001,6.3899999999999997,1.9399999999999999,,,8
Hammer,7034,4.9500000000000002,0.87,3.0600000000000001,1.95,6.4800000000000004,1.8600000000000001,,,8
Train,7033,5.4000000000000004,1.5700000000000001,3.9900000000000002,2.1400000000000001,5.3200000000000003,1.95,,,19
Shoes,7032,4.8200000000000003,1.46,3.1800000000000002,1.8799999999999999,5.9000000000000004,1.75,,,19
Shoes,7031,4.5199999999999996,1.1100000000000001,2.0299999999999998,1.51,6.1399999999999997,2.1200000000000001,,,10
Iron,7030,4.6900000000000004,1.04,2.9900000000000002,2.0899999999999999,5.7300000000000004,2,,,6
PicnicTable,7026,5.3799999999999999,1.26,2.6299999999999999,1.9299999999999999,6.1900000000000004,1.76,,,19
Stool,7025,4.6299999999999999,1.1699999999999999,2.71,2.2000000000000002,6.0999999999999996,2.2000000000000002,,,8
Garbage,7023,3.7999999999999998,1.71,4.1699999999999999,2.1299999999999999,5.1600000000000001,2.3999999999999999,,,20
Whistle,7021,5.21,1.22,4.1699999999999999,2.2200000000000002,6.2199999999999998,1.95,,,20
Fan,7020,4.9699999999999998,1.04,2.1699999999999999,1.71,6.1600000000000001,2.1499999999999999,,,9
Tools,7019,5.2000000000000002,1.1699999999999999,3.3599999999999999,1.8700000000000001,6.1900000000000004,1.8200000000000001,,,18
Screw,7018,4.8099999999999996,0.88,3.9100000000000001,1.97,5.71,1.6200000000000001,,,20
Video,7017,5.1799999999999997,1.0700000000000001,3.1200000000000001,1.97,5.9299999999999997,1.9399999999999999,,,18
Razor,7016,4.7599999999999998,1.0800000000000001,3.3999999999999999,1.71,5.7400000000000002,1.98,,,17
Scissors,7014,5.1500000000000004,0.96999999999999997,3.25,2.0299999999999998,6.21,1.8600000000000001,,,18
Lightbulb,7013,4.2000000000000002,1.3500000000000001,4.1100000000000003,2.02,5.0300000000000002,1.8600000000000001,,,19
Rubberbands,7012,4.9800000000000004,1.05,3,1.9399999999999999,6.0599999999999996,1.77,,,17
GasCan,7011,4.5199999999999996,1.1599999999999999,3.8100000000000001,1.6699999999999999,4.9900000000000002,1.78,,,17
Basket,7010,4.9400000000000004,1.0700000000000001,1.76,1.48,6.7000000000000002,1.48,,,1
Mug,7009,4.9299999999999997,1,3.0099999999999998,1.97,6.3300000000000001,1.9299999999999999,6.2300000000000004,2.0299999999999998,7
Bowl,7006,4.8799999999999999,0.98999999999999999,2.3300000000000001,1.6699999999999999,6.1799999999999997,1.96,,,8
Spoon,7004,5.04,0.59999999999999998,2,1.6599999999999999,6.7400000000000002,1.99,,,9
Disk,7003,5,1.22,3.0699999999999998,1.98,6.0199999999999996,1.8700000000000001,,,17
Towel,7002,4.9699999999999998,0.96999999999999997,3.1600000000000001,2,6.25,1.9299999999999999,6.4800000000000004,1.9399999999999999,7
Buttons,7001,5.3200000000000003,1.1899999999999999,3.2000000000000002,2.1499999999999999,5.8200000000000003,2.02,,,17
RollingPin,7000,5,0.83999999999999997,2.4199999999999999,1.79,6.1399999999999997,2.1400000000000001,,,2
Tank,6940,3.5299999999999998,2.0699999999999998,5.3499999999999996,2.02,4.0499999999999998,2.6299999999999999,,,4
Missiles,6930,4.3899999999999997,1.8200000000000001,4.8799999999999999,2.2000000000000002,4,2.3900000000000001,,,2
Bomber,6910,5.3099999999999996,2.2799999999999998,5.6200000000000001,2.46,5.0999999999999996,2.46,,,1
Aircraft,6900,4.7599999999999998,2.0600000000000001,5.6399999999999997,2.2200000000000002,4.2699999999999996,2.6600000000000001,,,2
